canonical_student_id,source_ids,classification,current_status,current_plan,contract_start,existing_cancellation_evidence,confidence_evidence,recommended_action
,b0f3ce4f95412f94,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,dcecb8a4ee68d131,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,385fdfd1eeb697a4,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,f1fcf0458938c8da,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,dc34a2be7f67c8bf,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,c87067748b981e29,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,7905180c6f632a33,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,91b652f81c126fa7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,8389e4ed9c64ab62,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,6c1e053942e3c728,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,a78c738c7e3e2b8b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,e9428fb77a199012,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,51016cd4100c9b9a,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,f3a760657b4bd345,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,1ee61909e214be19,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,3d669092778634fe,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,b5999764422a451f,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,831403888eb65e08,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,e20bb98ff7c469b3,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,d06a9cdb83aa38f4,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,7c49d4a94485357d,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,6c959ab4360d1678,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,ee2e09ffcb66026b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,1169f45ac490b78b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,c7c751042221c78b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,8b37a3455ac87a63,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,1c71c2bd24553b5b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,a387ebd7543fdd8e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,b2a480696c760c4b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,b7731a24db20998f,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,994185209539a46e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,dabb6deeaa7a84fe,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,f6797f34cfb71355,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,1393d7c3c8ec1856,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,d4b44cc2e8b132b7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,3b97e3ee11bbae16,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,60a7b20921cc6d1f,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,643bef3538afcad8,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,322704f33e1ad233,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,b97169df41565e70,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,b0f337534379bd4d,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,510aae49be546518,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,4540e1636ababa27,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,d4aca3e0f45b3414,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,350450c5e362d6a6,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,393032670e4b8d55,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,a2c7aebc836afbb7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,b58a0122faef0144,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,eb0010cc95751f41,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,8b35ccf30f40d945,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,bc148518911e314e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,6baf1f0212db03fe,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,f185df6ced33e19a,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,6e8d87ccd2ed6f25,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,b30ea0470861b9ef,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,2e22e91ef68aed9b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,c70935bf150a9878,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,872d3acef6df3717,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,68a1f8eb1b17a522,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,c573af93474aa2ec,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,2af1e3cf320904ab,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,cd51e59edeb3667a,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,8863250bf16425be,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,8c47581e5aa1228f,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,bc5973dfc3d52d26,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,94ac72e52a5e058d,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,da943ebbabcca19c,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,7eb3b6447f8cb7a8,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,368862290d1b741c,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,27d7aa206fffce90,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,be8af76e8881c6a5,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,45b25d5ae2cee718,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,68c49d7c299aa4d7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,5b610b7b253ae613,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,58a8f4562e207448,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,cda44b07998ae1d4,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,4fe28457c3b2cdf7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,6556f5c4b3590cc4,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,74fd5e7c793abf43,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,26481f2930055c0b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,2e6596fdd70ca8c6,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,e7e0b5014fc7eba9,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,ba3d116a5c5248e5,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,d2ce605244023369,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,51cdcd78700e41e1,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,5353e7e37a04e263,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,41161e854f0bc9c1,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,0cbef6d40744deed,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,b71b5f976d7b2d94,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,6e0277eda77cb627,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,d8c0bc99f9d46427,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,491d0a77557b2d3d,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,fcb1b70d72df2718,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,b1bfe9e6beeb5a9c,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,88e16d6bc540db7b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,1f1b4164e32d1fbd,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,f74b4c8de3d4b80e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,9e1a60cab2ce7011,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,ce16709de0657586,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,276f839bd8f199f1,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,b20932142f576368,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,188b2a0ec72003ae,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,86792dd292a84eb8,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,3ec0e645f49ec5d1,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,25307b24f2a8f0ee,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,4b77612c9bb93a21,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,ad6d8ffb6d692c05,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,207c7fda57468a13,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,79f067eb8b923c0c,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,3c1e4fb8471dbfca,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,a378b0b69938e6f1,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,14e44d7a696f348d,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,8b7c9f05ff16f0fc,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
