identifier,source,classification,reason,conflicting_data,manual_action
"c573af93474aa2ec","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"2af1e3cf320904ab","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"bc5973dfc3d52d26","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"27d7aa206fffce90","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"be8af76e8881c6a5","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"45b25d5ae2cee718","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"6556f5c4b3590cc4","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"2e6596fdd70ca8c6","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"ba3d116a5c5248e5","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":48,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"f27ef3531f23f82c","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"51cdcd78700e41e1","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"5353e7e37a04e263","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":65,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"41161e854f0bc9c1","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":22,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"6b061aed21734cbe","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"7b34cb71f3a41bde","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"15149cc4c543279d","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"88e16d6bc540db7b","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":49,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"14e44d7a696f348d","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"1393d7c3c8ec1856","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":47,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"e8dcb3f9c2d851a7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"fcb1b70d72df2718","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"b71b5f976d7b2d94","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"d663925e382d6676","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"519b31f565af5474","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"4e4b0f3a98291e19","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":64,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"7e1816e8ac5e516a","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"ffc50df2c1c1a310","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":33,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"ef624dbeb36c9e39","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":62,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"b0f337534379bd4d","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":55,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"e7e0b5014fc7eba9","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"8c204bc0954be364","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":45,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"dcecb8a4ee68d131","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":70,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"9e1a60cab2ce7011","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":62,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"8766ec7a12f562a4","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":56,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"b1bfe9e6beeb5a9c","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":11,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"d4b44cc2e8b132b7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":56,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"a109a12bc7f61189","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"82ba33b72fa77d33","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":69,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"86792dd292a84eb8","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":79,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"d8c0bc99f9d46427","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":35,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"1ee61909e214be19","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"0cbef6d40744deed","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"1f1b4164e32d1fbd","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":56,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"08c788641eca41ff","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"9d3eb4a181695695","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":11,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"4fc89df24b198a0c","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":56,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"42c9720447e345da","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"713d9f995e3db4bd","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"56bb06521d12c45a","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":46,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"a387ebd7543fdd8e","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":22,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"7c49d4a94485357d","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":37,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"25307b24f2a8f0ee","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"5d22d6b16d5d61cd","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":118,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"935f2ca672bbc25b","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":38,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"276f839bd8f199f1","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":35,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"1d2051846e7bfe88","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"539cedc67f46e568","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"393032670e4b8d55","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"ee2e09ffcb66026b","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"79f067eb8b923c0c","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":47,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"8c125ee4ef85d4b2","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"b20932142f576368","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"f4f7cfc88543dd52","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":12,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"368862290d1b741c","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":24,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"6e0277eda77cb627","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":25,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"21e15f7cec481948","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"9750f7bb22cc03da","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":37,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"ce16709de0657586","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":61,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"8c63a5b0d6ca4b46","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"996721ff550cddf2","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"12f6362f705030f1","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"464b71adddf73ea2","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":36,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"89f9090e78586352","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"cda44b07998ae1d4","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":35,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"350450c5e362d6a6","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"491d0a77557b2d3d","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"e9428fb77a199012","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"90035e105d8f216c","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"9ddad0d5fb1841c5","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"b2a480696c760c4b","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"e43b51bf06729df7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":35,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"a560b3f246fd9cda","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"08e053630e8efc44","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":59,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"4426433d37045c90","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"3d669092778634fe","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"c36b750dc9d4c771","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":69,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"4fe28457c3b2cdf7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"b5999764422a451f","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":35,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"72839048c3fe1474","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"7a0517ca1e1a269a","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":117,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"b0f3ce4f95412f94","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"b7731a24db20998f","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":67,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"40fe5d2fe25c1bdc","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"f936770f28b27aa3","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":63,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"60a7b20921cc6d1f","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"ad6d8ffb6d692c05","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":58,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"51016cd4100c9b9a","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"c70935bf150a9878","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":34,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"643bef3538afcad8","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":23,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
